CAS Number,Name,WSol (mg/L),WS Temp,WS type,Wsol Reference,VP (mm Hg),VP Temp,VP type,VP Reference,HenryLC (atm-m3/mole),HLC Temp,HLC type,HenryLC Reference
111-49-9,HEXAMETHYLENEIMINE,170000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",8.09,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",6.14e-06,25.0,EXP,"CABANI,S ET AL. (1971)"
111-55-7,ETHYLENE GLYCOL DIACETATE,178000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.0774,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",8.4e-08,25.0,EST,VP/WSOL
111-65-9,OCTANE,0.66,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",14.1,25.0,EXP,"YAWS,CL (1994)",3.21,25.0,EST,VP/WSOL
111-66-0,1-OCTENE,4.1,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",17.4,25.0,EXP,"YAWS,CL (1994)",0.627,25.0,EST,VP/WSOL
111-69-3,ADIPONITRILE,80000.0,20.0,EXP,"SMILEY,RA (1981)",0.000679,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.21e-09,25.0,EST,VP/WSOL
111-70-6,1-HEPTANOL,1670.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.216,25.0,EXP,"YAWS,CL (1994A)",1.88e-05,25.0,EXP,"BUTLER,JAV ET AL. (1935)"
111-71-7,HEPTANAL,1250.0,25.0,EXP,"SUZUKI,T (1991)",3.52,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.00027,25.0,EXP,"BUTTERY,RG ET AL. (1969)"
111-76-2,2-BUTOXYETHANOL,1000000.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",0.88,25.0,EXP,DOW CHEMICAL COMPANY (1990),1.6e-06,25.0,EXP,"JOHANSON,G & DYNESIUS,B (1988)"
111-83-1,1-BROMOOCTANE,1.67,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.382,25.0,EXT,"LI,JCM & ROSSINI,FD (1953)",0.0581,25.0,EST,VP/WSOL
111-84-2,N-NONANE,0.22,25.0,EXP,"RIDDICK,JA ET AL. (1986)",4.45,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",3.4,25.0,EST,VP/WSOL
111-85-3,1-CHLOROOCTANE,4.89,25.0,EXP,"DEITRICH,AM ET AL. (1993)",0.95,25.0,EXP,"RIDDICK,JA ET AL. (1986)",0.038,25.0,EST,VP/WSOL
111-86-4,N-OCTYLAMINE,200.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.969,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.000824,25.0,EST,VP/WSOL
111-87-5,1-OCTANOL,540.0,25.0,EXP,"BARTON,AFM (1984)",0.0794,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",2.45e-05,25.0,EXP,"BUTTERY,RG ET AL. (1969)"
111-90-0,DIETHYLENE GLYCOL MONOETHYL ETHER,1000000.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",0.126,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",2.23e-08,25.0,EST,VP/WSOL
111-91-1,BIS(2-CHLOROETHOXY)METHANE,7800.0,20.0,EXP,BEILSTEIN,0.132,25.0,EXT,"PERRY,RH & GREEN,D (1984)",3.85e-06,25.0,EST,VP/WSOL
111-92-2,DIBUTYLAMINE,3500.0,25.0,EXP,CHEMICALS INSPECTION AND TESTING INSTITU (1992),2.59,25.0,EXP,"YAWS,CL (1994)",8.9e-05,25.0,EXP,"CHRISTIE,AO & CRISP,DJ (1967)"
111-96-6,2-METHOXYETHYLETHER,1000000.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",2.96,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",5.23e-07,25.0,EST,VP/WSOL
112-05-0,NONANOIC ACID,284.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",0.00165,25.0,EXP,"DAUBERT,TE & DANNER,RP (1995)",1.62e-06,25.0,EST,VP/WSOL
112-07-2,2-BUTOXYETHANOL ACETATE,9000.0,20.0,EXP,BEILSTEIN,0.375,20.0,EXP,"WEBER,RC ET AL. (1981)",5.46e-06,25.0,EXP,"KIM,BR ET AL. (2000)"
112-12-9,UNDECANONE,19.7,25.0,EST,"MEYLAN,WM ET AL. (1996)",0.0414,25.0,EXT,"PERRY,RH & GREEN,D (1984)",6.36e-05,25.0,EXP,"BUTTERY,RG ET AL. (1969)"
112-15-2,CARBITOL ACETATE,1000000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.0989,20.0,EXP,"YAWS,CL (1994)",2.29e-08,20.0,EST,VP/WSOL
112-25-4,"ETHANOL, 2-(HEXYLOXY)-",9900.0,20.0,EXP,EPA,0.155,25.0,EXP,"DAUBERT,TE & DANNER,RP (1998)",3.12e-06,25.0,EST,VP/WSOL
112-26-5,"1,2-BIS(2-CHLOROETHOXY)ETHANE",18900.0,20.0,EXP,"FLICK,EW (1991)",0.06,20.0,EXP,"FLICK,EW (1991)",7.81e-07,20.0,EST,VP/WSOL
112-30-1,1-DECANOL,37.0,25.0,EXP,"BARTON,AFM (1984)",0.00851,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",3.2e-05,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
112-31-2,N-DECANAL,60.8,25.0,EST,"MEYLAN,WM ET AL. (1996)",0.103,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.0018,25.0,EXP,"ZHOU,X & MOPPER,K (1990)"
112-34-5,DIETHYLENE GLYCOL MONO-N-BUTYL ETHER,1000000.0,25.0,EXP,DOW CHEMICAL COMPANY (1981),0.0219,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",7.2e-09,20.0,EXP,"KIM,BR ET AL. (2000)"
112-36-7,BIS (2-ETHOXY ETHYL)  ETHER,1000000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.521,25.0,EXP,"YAWS,CL (1994)",1.11e-07,25.0,EST,VP/WSOL
112-40-3,DODECANE,0.0037,25.0,EXP,"KERTES,AS (1989)",0.135,25.0,EXP,"DAUBERT,TE & DANNER,RP (1993)",8.18,25.0,EST,VP/WSOL
112-48-1,"1,2-DIBUTOXYETHANE",2000.0,20.0,EXP,EPA,0.09,20.0,EXP,"FLICK,EW (1991)",1.03e-05,20.0,EST,VP/WSOL
112-53-8,DODECANOL,4.0,25.0,EXP,"BARTON,AFM (1984)",0.000848,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",2.22e-05,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
112-59-4,"ETHANOL, 2- 2-(HEXYLOXY)ETHOXY -",17000.0,20.0,EXP,"FLICK,EW (1991)",0.00118,25.0,EXP,"DAUBERT,TE & DANNER,RP (1998)",1.74e-08,25.0,EST,VP/WSOL
112-72-1,1-TETRADECANOL,0.191,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.00011,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.00016,25.0,EST,VP/WSOL
112-73-2,DIETHYLENE GLYCOL DIBUTYL ETHER,3000.0,20.0,EXP,EPA,0.0261,25.0,EXP,"YAWS,CL (1994)",2.5e-06,25.0,EST,VP/WSOL
112-92-5,1-OCTADECANOL,0.0011,25.0,EXP,"YALKOWSKY,SH & VALVANI,SC (1980)",2.7e-06,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.000841,25.0,EST,VP/WSOL
114-26-1,PROPOXUR,1860.0,20.0,EXP,"BOWMAN,BT & SANS,WW (1983)",9.68e-06,20.0,EXP,USDA PESTICIDE PROPERTIES DATABASE;(1997),1.43e-09,20.0,EST,VP/WSOL
115-07-1,PROPENE,200.0,25.0,EXP,"MCAULIFFE,C (1966)",8690.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.196,25.0,EXP,"WASIK,SP & TSANG,W (1970)"
115-09-3,METHYL MERCURY CHLORIDE,9330.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",0.0085,25.0,EXT,"CARPI,A ET AL. (1997)",3.67e-07,25.0,EXP,"BROSSET, C & LORD,E (1995)"
115-10-6,DIMETHYL ETHER,46000.0,25.0,EXP,"HINE,J & MOOKERJEE,PK (1975)",4450.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",0.001,25.0,EST,VP/WSOL
115-11-7,ISOBUTENE,263.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2310.0,25.0,EXP,"YAWS,CL (1994)",0.218,25.0,EXP,"WASIK,SP & TSANG,W (1970)"
115-18-4,"3-Buten-2-ol, 2-methyl-",1000000.0,,EXP,BEILSTEIN,23.4,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2.08e-05,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
115-19-5,2-METHYL-3-BUTYN-2-OL,1000000.0,25.0,EXP,MERCK INDEX (1996),16.0,25.0,EXP,"BOUBLIK,T ET AL. (1984)",3.91e-06,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
115-25-3,PERFLUOROCYCLOBUTANE,23.6,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2350.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",8.48,25.0,EST,VP/WSOL
115-26-4,DIMEFOX,1000000.0,20.0,EXP,"GUNTHER,FA ET AL. (1968)",0.11,20.0,EXP,"HARTLEY,D & KIDD,H (1987)",2.23e-08,20.0,EST,VP/WSOL
115-29-7,ENDOSULFAN,0.325,22.0,EXP,"TOMLIN,C (1994)",1.73e-07,25.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,6.5e-05,20.0,EXP,"RICE,CP & CHERNYAK,SM (1995)"
115-32-2,DICOFOL,0.8,25.0,EXP,"TOMLIN,C (1997)",3.98e-07,25.0,EXP,"TOMLIN,C (1997)",2.42e-07,25.0,EST,VP/WSOL
115-78-6,CHLORPHONIUM CHLORIDE,960000.0,20.0,EXP,"TOMLIN,C (1997)",7e-07,20.0,EXP,"TOMLIN,C (1997)",3.82e-13,20.0,EST,VP/WSOL
115-86-6,TRIPHENYLPHOSPHATE,1.9,25.0,EXP,"SAEGER,VW ET AL. (1979)",6.28e-06,25.0,EXT,"DOBRY,A & KELLER,R (1957)",3.31e-06,25.0,EST,VP/WSOL
115-90-2,FENSULFOTHION,2000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5e-05,25.0,EXP,"AUGUSTIJN-BECKERS,PWM ET AL. (1994)",1.01e-08,25.0,EST,VP/WSOL
115-96-8,TRI-2-CHLOROETHYL PHOSPHATE,7000.0,,EXP,"MUIR,DCG (1984)",0.0613,25.0,EXP,"DOBRY,A & KELLER,R (1957)",3.29e-06,25.0,EST,VP/WSOL
116-06-3,ALDICARB,6030.0,25.0,EXP,"BOWMAN,BT & SANS,WW (1983A)",3.47e-05,25.0,EXP,"FERREIRA,GAL & SEIBER,JN (1981)",1.44e-09,25.0,EST,VP/WSOL
116-14-3,TETRAFLUOROETHYLENE,159.0,25.0,EXP,"HORVATH,AL (1982)",24500.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1996)",0.629,25.0,EST,VP/WSOL
116-29-0,TETRADIFON,0.078,20.0,EXP,"TOMLIN,C (1997)",2.4e-10,20.0,EXP,"TOMLIN,C (1997)",1.44e-09,25.0,EST,VP/WSOL
116-53-0,"BUTANOIC ACID, 2-METHYL-",45000.0,20.0,EXP,"RIEMENSCHNEIDER,W (1986)",0.491,25.0,EXP,"YAWS,CL (1994A)",1.47e-06,25.0,EST,VP/WSOL
116-85-8,1-AMINO-4-HYDROXYANTHRAQUINONE,35.9,,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",3e-09,25.0,EXT,"BAUGHMAN,GL & PERENICH,TA (1988)",2.63e-11,25.0,EST,VP/WSOL
117-79-3,2-AMINOANTHRAQUINONE,0.163,25.0,EXP,"KUROIWA,S & OGASAWARA,S (1973)",5e-11,25.0,EXP,"SHIMIZU,T ET AL. (1987)",9.19e-11,25.0,EST,VP/WSOL
117-81-7,BIS(2-ETHYLHEXYL)PHTHALATE,0.27,25.0,EXP,"DEFOE,DL ET AL. (1990)",1.42e-07,25.0,EXP,"HINCKLEY,DA ET AL. (1990)",2.7e-07,25.0,EST,VP/WSOL
117-84-0,DIOCTYL PHTHALATE,0.022,25.0,EXP,"DEFOE,DL ET AL. (1990)",1e-07,25.0,EXP,"STAPLES,CA ET AL. (1997)",2.57e-06,25.0,EST,VP/WSOL
118-74-1,HEXACHLOROBENZENE,0.0062,25.0,EXP,"FARMER,WJ ET AL. (1976)",1.8e-05,25.0,EXP,"SCHOENE,K ET AL. (1984)",0.0017,25.0,EXP,"WARNER,HP ET AL. (1987)"
118-91-2,2-CHLOROBENZOIC ACID,2090.0,25.0,EXP,"SEIDELL,A (1941)",0.00066,25.0,EXT,"DAUBERT,TE & DANNER,RP (1989)",6.5e-08,25.0,EST,VP/WSOL
118-96-7,"2,4,6-TRINITROTOLUENE",115.0,23.0,EXP,"PHELAN,JM & BARNETT,JL (2001)",8.02e-06,25.0,EXP,"SPANGGORD,RJ ET AL. (1980)",2.08e-08,25.0,EST,VP/WSOL
119-12-0,PYRIDAPHENTHION,100.0,20.0,EXP,"TOMLIN,C (1997)",1.1e-08,20.0,EXP,"TOMLIN,C (1997)",4.93e-11,20.0,EST,VP/WSOL
119-15-3,"P-(2,4-DINITROANILINE)PHENOL",0.99,25.0,EXP,"BAUGHMAN,GL & PERENICH,TA (1988)",4e-12,25.0,EXT,"BAUGHMAN,GL & PERENICH,TA (1988)",1.46e-12,25.0,EST,VP/WSOL
119-33-5,4-METHYL-2-NITROPHENOL,633.0,25.0,EXP,CHEMICALS INSPECTION AND TESTING INSTITU (1992),0.000632,25.0,EST,"NEELY,WB & BLAU,GE (1985)",1.48e-05,20.0,EXP,"TREMP,J ET AL. (1993)"
119-36-8,METHYL SALICYLATE,700.0,30.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.0343,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",9.81e-05,25.0,EST,VP/WSOL
119-64-2,TETRALIN,47.0,28.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.368,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.00136,25.0,EST,VP/WSOL
120-12-7,ANTHRACENE,0.0434,24.0,EXP,"MAY,WE ET AL. (1983)",6.53e-06,25.0,EXT,"OJA,V & SUUBERG,EM (1998)",5.56e-05,25.0,EXP,"ALAEE,M ET AL. (1996)"
120-32-1,5-CHLORO-2-HYDROXYDIPHENYLMETHANE,149.0,25.0,EXP,"WERNER,AF ET AL. (1983)",1.4e-06,25.0,EXT,"WERNER,AF ET AL. (1983)",2.7e-09,25.0,EST,VP/WSOL
120-57-0,PIPERONAL,3500.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.01,25.0,EXT,"PERRY,RH & GREEN,D (1984)",5.6e-07,25.0,EST,VP/WSOL
120-61-6,DIMETHYLTEREPHTHALATE,19.0,25.0,EXP,"BEMIS,AG ET AL (1982)",0.01,25.0,EXP,"DAUBERT,TE & DANNER,RP (1991)",0.000134,25.0,EST,VP/WSOL
120-72-9,INDOLE,3560.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.0122,25.0,EXP,"YAWS,CL (1994B)",5.28e-07,25.0,EST,VP/WSOL
120-80-9,CATECHOL,461000.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.00366,25.0,EXT,"BOUBLIK,T ET AL. (1984)",1.2e-09,25.0,EST,VP/WSOL
120-82-1,"1,2,4-TRICHLOROBENZENE",49.0,25.0,EXP,"SOUTHWORTH,GR & KELLER,JL (1986)",0.46,25.0,EXP,"SHIU,WY & MACKAY,D (1997)",0.00142,25.0,EXP,"WARNER,HP ET AL. (1987)"
120-83-2,"2,4-DICHLOROPHENOL",4500.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.09,25.0,EXP,"SHIU,WY ET AL. (1994)",4.29e-06,25.0,EST,VP/WSOL
120-92-3,CYCLOPENTANONE,9180.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",11.4,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1e-05,25.0,EXP,"HAWTHORNE,SB ET AL. (1985)"
120-94-5,1-METHYL-PYRROLIDINE,213000.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",100.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",3.01e-05,25.0,EXP,"CABANI,S ET AL. (1971)"
121-14-2,"2,4-DINITROTOLUENE",200.0,25.0,EXP,"PHELAN,JM & BARNETT,JL (2001)",0.000147,22.0,EXP,"PELLA,PA (1977)",5.4e-08,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
121-21-1,PYRETHRIN I,0.2,,EXP,"TOMLIN,C (1997)",2.03e-05,25.0,EXP,"TOMLIN,C (1997)",7.73e-07,25.0,EST,VP/WSOL
121-29-9,PYRETHRIN II,9.0,,EXP,"TOMLIN,C (1997)",3.98e-07,25.0,EXP,"TOMLIN,C (1997)",2.19e-08,25.0,EST,VP/WSOL
121-33-5,VANILLIN,11000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.000118,25.0,EXT,"YAWS,CL (1994B)",2.15e-09,25.0,EST,VP/WSOL
121-44-8,TRIETHYLAMINE,68600.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",57.1,25.0,EXP,"RIDDICK,JA ET AL. (1986)",0.000149,25.0,EXP,"CHRISTIE,AO & CRISP,DJ (1967)"
121-69-7,"N,N-DIMETHYLANILINE",1450.0,25.0,EXP,"HUYSKENS,P ET AL. (1975)",0.7,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",5.68e-05,25.0,EST,VP/WSOL
121-73-3,3-CHLORO-NITROBENZENE,273.0,20.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.097,25.0,EXP,"DAUBERT,TE & DANNER,RP (1994)",1.35e-05,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
121-75-5,MALATHION,143.0,20.0,EXP,"BOWMAN,BT & SANS,WW (1983)",3.38e-06,25.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,4.89e-09,25.0,EXP,"FENDINGER,NJ & GLOTFELTY,DE (1990)"
121-82-4,"1,3,5,-TRINITROHEXAHYDRO-1,3,5-TRIAZINE",59.7,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",4.1e-09,20.0,EXT,"SPANGGORD,RJ ET AL. (1980)",2.01e-11,20.0,EST,VP/WSOL
121-87-9,2-CHLORO-4-NITROANILINE,933.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",0.000485,25.0,EST,"NEELY,WB & BLAU,GE (1985)",9.54e-09,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
122-14-5,FENITROTHION,38.0,25.0,EXP,"SHIU,WY ET AL. (1990)",5.4e-05,20.0,EXP,"MACKAY,D & SHIU,WY (1981)",9.3e-07,25.0,EXP,"METCALFE,CD ET AL. (1980)"
122-34-9,SIMAZINE,6.2,20.0,EXP,"TOMLIN,C (1997)",2.21e-08,25.0,EXP,"TOMLIN,C (1997)",9.42e-10,25.0,EST,VP/WSOL
122-39-4,DIPHENYLAMINE,53.0,20.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.00067,25.0,EXP,"JONES,AH (1960)",2.69e-06,25.0,EST,VP/WSOL
122-42-9,ISOPROPYL PHENYL CARBAMATE,179.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.00014,25.0,EXP,CROP PROTECT HDBK (2006),1.84e-07,25.0,EST,VP/WSOL
122-60-1,PHENYL GLYDIDYL ETHER,2400.0,25.0,EXP,"CLAYTON,GD & CLAYTON,FE (1981)",0.01,25.0,EXP,"CLAYTON,GD & CLAYTON,FE (1981)",8.23e-07,25.0,EST,VP/WSOL
122-66-7,HYDRAZOBENZENE,221.0,25.0,EXP,"KUHNE,R ET AL. (1995)",0.000436,25.0,EXT,"YAWS,CL (1994B)",4.78e-07,25.0,EST,VP/WSOL
122-97-4,3-PHENYLPROPANOL,5680.0,25.0,EXP,"VALVANI,SC ET AL. (1981)",0.0199,25.0,EXT,"PERRY,RH & GREEN,D (1984)",2.03e-07,25.0,EXP,"ABRAHAM,MH ET AL. (1994)"
122-99-6,2-PHENOXYETHANOL,26700.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.007,25.0,EXP,DOW CHEMICAL COMPANY (1990),4.72e-08,25.0,EST,VP/WSOL
123-04-6,3-(CHLOROMETHYL)HEPTANE,100.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",1.2,20.0,EXP,"RIDDICK,JA ET AL. (1986)",0.00235,20.0,EST,VP/WSOL
123-05-7,2-ETHYLHEXANAL,400.0,25.0,EXP,"HANN,RWJR & JENSEN,PA (1977)",1.8,20.0,EXP,"LEWIS,RJ (1993)",0.000759,25.0,EST,VP/WSOL
123-07-9,P-ETHYLPHENOL,4900.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.0372,25.0,EXP,"BIDDISCOMBE,DP ET AL. (1963)",7.73e-07,25.0,EXP,"ABRAHAM,MH ET AL. (1994)"
123-08-0,4-HYDROXYBENZALDEHYDE,8450.0,25.0,EXP,"JIN,LJ ET AL. (1998)",0.000113,25.0,EXT,"YAWS,CL (1994A)",5.11e-10,25.0,EXP,"PARSONS,GH ET AL. (1971)"
123-19-3,DI(N-PROPYL) KETONE,3200.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",6.12,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",5.49e-05,25.0,EST,VP/WSOL
123-25-1,DIETHYL SUCCINATE,19100.0,25.0,EXP,EPA,0.0439,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",5.27e-07,25.0,EST,VP/WSOL
123-30-8,"PHENOL, 4-AMINO-",16000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",4e-05,25.0,EXT,"DUNN,SA (1954)",3.59e-10,25.0,EST,VP/WSOL
123-31-9,HYDROQUINONE,72000.0,25.0,EXP,"GRANGER,FS & NELSON,JM (1921)",2.4e-05,25.0,EXT,"DAUBERT,TE & DANNER,RP (1991)",4.73e-11,25.0,EST,VP/WSOL
123-35-3,"3-METHYLENE-7-METHYL-1,6-OCTADIENE  (MYRCENE)",5.6,25.0,EXP,CHEMICALS INSPECTION AND TESTING INSTITU (1992),2.01,25.0,EXP,"PERRY,RH & GREEN,D (1984)",0.0643,25.0,EST,VP/WSOL
123-38-6,PROPIONALDEHYDE,306000.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",317.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",7.34e-05,25.0,EXP,"BUTTERY,RG ET AL. (1969)"
123-39-7,METHYLFORMAMIDE,1000000.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",0.253,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.97e-08,25.0,EST,VP/WSOL
123-42-2,4-HYDROXY-4-METHYL-2-PENTANONE,1000000.0,25.0,EXP,"LANDE,SS ET AL. (1976)",1.71,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",2.61e-07,25.0,EST,VP/WSOL
123-51-3,ISOPENTANOL,26700.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",2.37,25.0,EXP,"RIDDICK,JA ET AL. (1986)",1.41e-05,25.0,EXP,"BUTLER,JAV ET AL. (1935)"
123-54-6,"2,4-PENTANEDIONE",166000.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",2.96,20.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",2.35e-06,20.0,EST,VP/WSOL
123-63-7,PARALDEHYDE,112000.0,30.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",11.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.71e-05,25.0,EST,VP/WSOL
123-72-8,BUTYRALDEHYDE,71000.0,25.0,EXP,UNION CARBIDE (1974),111.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.000115,25.0,EXP,"BUTTERY,RG ET AL. (1969)"
123-73-9,TRANS-CROTONALDEHYDE,150000.0,2.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",30.0,25.0,EXP,"LEWIS,RJ (1993)",1.94e-05,25.0,EXP,"HINE,J & MOOKERJEE,PK (1975)"
123-75-1,PYRROLIDINE,1000000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",62.7,25.0,EXP,"YAWS,CL (1994A)",2.39e-06,25.0,EXP,"CABANI,S ET AL. (1971)"
123-77-3,Diazenedicarboxamide,35.0,20.0,EXP,"VERSCHUEREN,K (1996)",1.88e-10,20.0,EXP,"VERSCHUEREN,K (1996)",8.2e-13,20.0,EST,VP/WSOL
123-79-5,DIOCTYL ADIPATE,0.78,22.0,EXP,"FELDER,JD ET AL. (1986)",8.5e-07,20.0,EXP,"FELDER,JD ET AL. (1986)",4.34e-07,20.0,EXP,"FELDER,JD ET AL. (1986)"
123-86-4,N-BUTYL ACETATE,8400.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",11.5,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.000281,25.0,EXP,"KIECKBUSCH,TG & KING,CJ (1979)"
123-91-1,"1,4-DIOXANE",1000000.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",38.1,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",4.8e-06,25.0,EXP,"PARK,JH ET AL. (1987)"
123-92-2,ISOAMYL ACETATE,2000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.6,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.000587,25.0,EXP,"HINE,J & MOOKERJEE,PK (1975)"
123-96-6,2-OCTANOL,1120.0,25.0,EXP,"AMIDON,GL ET AL. (1974)",0.242,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.000123,25.0,EXP,"BOCEK,K (1976)"
124-02-7,DIALLYLAMINE,86000.0,25.0,EXP,"VERSCHUEREN,K (1996)",20.2,25.0,EXP,"DAUBERT,TE & DANNER,RP (1996)",3e-05,25.0,EST,VP/WSOL
124-04-9,HEXANEDIOIC ACID,30800.0,34.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",3.18e-07,25.0,EXT,"YAWS,CL (1994)",4.71e-12,25.0,EST,VP/WSOL
124-07-2,OCTANOIC ACID,789.0,30.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.00371,25.0,EXP,"DAUBERT,TE & DANNER,RP (1995)",8.92e-07,25.0,EST,VP/WSOL
124-11-8,ISONONENE,1.12,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.4,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.799,25.0,EST,VP/WSOL
124-13-0,OCTANAL,560.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.18,25.0,EXT,"DAUBERT,TE & DANNER,RP (1991)",0.000514,25.0,EXP,"BUTTERY,RG ET AL. (1969)"
